Statistik från Skolverket, https://www.skolverket.se;;;;;;;;;;
;;;;;;;;;;
Grundskola - Slutbetyg årskurs 9, samtliga elever;;;;;;;;;;
Valt läsår: 2024/25;;;;;;;;;;
;;;;;;;;;;
Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Andel (%) elever som uppfyllt betygskriterierna i alla ämnen;Andel (%) elever behöriga till yrkesprog.;Genomsnittligt meritvärde (17 ämnen)
Fritslaskolan;33369644;Mark;1463;Kommunal;Marks kommun;2120001504;38;52,6;68,4;191,7
Alirskolan 7-9;65024773;Bollnäs;2183;Kommunal;Bollnäs kommun;2120002361;84;56;65,5;191,5
Withalaskolan 1;98508777;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;66;50;72,7;191,5
Eriksdalskolan 2;97361837;Skövde;1496;Kommunal;Skövde kommun;2120001710;52;53,8;67,3;191,3
Bäckahagens skola;20683111;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;85;45,9;63,5;191,2
Älvstranden bildn.centrum 7-9;18315553;Hagfors;1783;Kommunal;Hagfors kommun;2120001884;76;56,6;75;191
Almers skola 4-9 och fritidshem;39690579;Varberg;1383;Kommunal;Varbergs kommun;2120001249;59;62,7;76,3;190,9
Vättleskolan 4-9;56818726;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;51;56,9;74,5;190,8
Våxtorpsskolan 7-9;50172802;Laholm;1381;Kommunal;Laholms kommun;2120001223;85;54,1;77,6;190,3
Vattudalsskolan;71396086;Strömsund;2313;Kommunal;Strömsunds kommun;2120002486;61;54,1;68,9;190,2
Linåkerskolan;44263951;Svalöv;1214;Kommunal;Svalövs kommun;2120000993;123;53,7;74;190,2
Stureskolan;83862028;Boden;2582;Kommunal;Bodens kommun;2120002767;110;51,8;65,5;189,7
Sofielundsskolan;65836771;Malmö;1280;Kommunal;Malmö kommun;2120001124;69;47,8;68,1;189,6
Lidens skola;64029211;Sundsvall;2281;Kommunal;Sundsvalls kommun;2120002411;21;61,9;~100;189,5
Folkasboskolan;99707554;Hallsberg;1861;Kommunal;Hallsbergs kommun;2120001926;41;61;75,6;188,8
Brandbergsskolan;73184968;Haninge;0136;Kommunal;Haninge kommun;2120000084;68;44,1;58,8;188,8
Kyrkbacksskolan 7-9;81333857;Ljusnarsberg;1864;Kommunal;Ljusnarsbergs kommun;2120001959;33;45,5;75,8;188,8
Frösåkersskolan;98029852;Östhammar;0382;Kommunal;Östhammars kommun;2120000290;90;53,3;77,8;188,6
Varagårdsskolan;10419361;Bjuv;1260;Kommunal;Bjuvs kommun;2120001041;88;55,7;78,4;188,3
Fjärdhundraskolan;94821900;Enköping;0381;Kommunal;Enköpings kommun;2120000282;37;48,6;70,3;188,3
Solanderskolan;69993304;Piteå;2581;Kommunal;Piteå kommun;2120002759;38;55,3;71,1;188,3
Johannesskolan;82797662;Malmö;1280;Kommunal;Malmö kommun;2120001124;47;42,6;68,1;187,9
Bräntbergsskolan;51175885;Umeå;2480;Kommunal;Umeå kommun;2120002627;30;60;70;187,9
Gudmundråskolan;11159060;Kramfors;2282;Kommunal;Kramfors kommun;2120002429;121;48,8;71,1;187,8
Innovitaskolan Landskrona;94830241;Landskrona;1282;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;16;..;~100;187,7
Töreboda Centralskola;94707451;Töreboda;1473;Kommunal;Töreboda kommun;2120001678;101;61,4;71,3;187,7
Grimstaskolan;51341279;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;78;42,3;60,3;187,2
Ankarsrums skola 7-9;72904597;Västervik;0883;Kommunal;Västerviks kommun;2120000779;41;43,9;65,9;187,1
Silverbergsskolan Ronneby;38449858;Ronneby;1081;Enskild;Skolalliansen i Sverige AB;5567497051;49;59,2;71,4;186,5
Möllevångsskolan;88590084;Malmö;1280;Kommunal;Malmö kommun;2120001124;71;35,2;59,2;186,2
Björksätraskolan F-9;53803818;Sandviken;2181;Kommunal;Sandvikens kommun;2120002346;99;53,5;66,7;186,2
Hjortsjöskolan 7-9;95197505;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;90;43,3;73,3;186,2
Lillholmsskolan;46581319;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;67;31,3;49,3;186,1
Pettersbergsskolan;66142210;Västerås;1980;Kommunal;Västerås kommun;2120002080;48;39,6;41,7;186,1
Junsele skola;49748045;Sollefteå;2283;Kommunal;Sollefteå kommun;2120002437;20;60;70;186
Djurgårdsskolan 7-9;81821703;Kristinehamn;1781;Kommunal;Kristinehamns kommun;2120001868;81;56,8;64,2;185,6
Borgsmoskolan 1;26387738;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;66;42,4;57,6;185,6
Höglundaskolan;51877656;Sundsvall;2281;Kommunal;Sundsvalls kommun;2120002411;81;44,4;64,2;185,6
Storåskolan;88486410;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;39;56,4;74,4;185,4
Nivrenaskolan;55740795;Sundsvall;2281;Kommunal;Sundsvalls kommun;2120002411;127;54,3;67,7;185,4
Ramdalsskolan;98215830;Oxelösund;0481;Kommunal;Oxelösunds kommun;2120000324;68;50;76,5;185
Wigulfskolan;15312030;Norrtälje;0188;Kommunal;Norrtälje kommun;2120000217;65;50,8;69,2;184,8
Fränstaskolan;17514337;Ånge;2260;Kommunal;Ånge kommun;2120002387;37;73;75,7;184,1
Lindbackaskolan;31015204;Lindesberg;1885;Kommunal;Lindesbergs kommun;2120002015;145;54,5;70,3;184
Navet;12248380;Örebro;1880;Kommunal;Örebro kommun;2120001967;117;52,1;65;184
Frejaskolan F-9;44605298;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;123;42,3;64,2;183,3
Mariaskolan;23470743;Umeå;2480;Enskild;Umeå Kristna Friskoleförening;8940028478;15;..;..;183,3
Fröknegårdskolan H1;80871896;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;71;47,9;59,2;182,9
Sofiaängens skola;86086213;Stockholm;0180;Enskild;Sofiaängen AB;5565980942;14;.;~100;182,7
Montessoriskolan Tellus;69182531;Höganäs;1284;Enskild;Montessoriskolan i Höganäs AB;5567058846;14;..;~100;182,5
Mariebergsskolan 7-9;87531665;Motala;0583;Kommunal;Motala kommun;2120002817;73;54,8;68,5;182,4
Sandeklevsskolan F-9;91683255;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;50;34;54;182,2
Färsingaskolan;17176734;Sjöbo;1265;Kommunal;Sjöbo kommun;2120001090;117;53;69,2;182
Bodals skola;98780182;Lidingö;0186;Kommunal;Lidingö kommun;2120000191;20;..;..;181,8
Tyringe skola F-9;98058756;Hässleholm;1293;Kommunal;Hässleholms kommun;2120000985;67;46,3;70,1;181,6
Skolgrunden;23414344;Stockholm;0180;Enskild;Skolgrunden Aktiebolag;5565588166;19;57,9;~100;181,6
Nyköpings högstadium;99757444;Nyköping;0480;Kommunal;Nyköpings kommun;2120002940;268;43,3;69,8;180,1
Lunaskolan Södra;67731691;Stockholm;0180;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;20;..;50;180,1
Viktoriaskolan;19742982;Örebro;1880;Enskild;Brickebergskyrkans Skolstiftelse;8750034491;23;..;52,2;179,9
Brage- skola och språkförskola;12092203;Sollentuna;0163;Kommunal;Sollentuna kommun;2120000134;15;..;..;179,8
Lövgärdesskolan 4-9;31928894;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;47;34;57,4;179,3
Gullstensskolan åk 7-9;89624871;Gullspång;1447;Kommunal;Gullspångs kommun;2120001637;35;54,3;68,6;179,1
Pops Academy Umeå;41363340;Umeå;2480;Enskild;Pops Academy AB;5569583197;13;..;~100;179
Wieselgrensskolan;51014228;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;77;41,6;59,7;178,6
Ingridskolan, grundskola;53259263;Solna;0184;Enskild;Ingridskolan AB;5566222013;22;..;63,6;178,3
Bergsjöskolan F-9;27526205;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;68;38,2;57,4;177,9
Nossebro skola 7-9;26531220;Essunga;1445;Kommunal;Essunga kommun;2120002916;65;53,8;64,6;177,6
Göingeskolan;84902434;Östra Göinge;1256;Kommunal;Östra Göinge kommun;2120000860;71;47,9;64,8;177,6
Lundbyskolan 7-9;64413812;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;88;42;58;177,4
Snitz Grundskola;57510246;Stockholm;0180;Enskild;Swedish Education Group AB;5565042255;32;34,4;62,5;177,1
Ekeby skola;56636046;Bjuv;1260;Kommunal;Bjuvs kommun;2120001041;46;54,3;82,6;176,6
Odenskolan;66382532;Örebro;1880;Kommunal;Örebro kommun;2120001967;43;41,9;58,1;175,5
Lunaskolan Bromma;72509254;Stockholm;0180;Enskild;Utvecklingspedagogik Sverige Aktiebolag;5564715729;26;..;53,8;175,4
Dalarö skola;47640376;Haninge;0136;Kommunal;Haninge kommun;2120000084;57;47,4;52,6;175,1
Ekillaskolan;14261356;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;113;43,4;55,8;173,9
Stora Sätraskolan;49779956;Gävle;2180;Kommunal;Gävle kommun;2120002338;74;39,2;59,5;173,5
Elin Wägnerskolan 2;17024808;Växjö;0780;Kommunal;Växjö kommun;2120000662;45;37,8;60;173,4
Anders-Olofskolan;78545687;Ragunda;2303;Kommunal;Ragunda kommun;2120002452;37;35,1;62,2;173,3
Hästveda skola F-9;56398338;Hässleholm;1293;Kommunal;Hässleholms kommun;2120000985;29;58,6;65,5;173,1
Anneroskolan;86764194;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;39;33,3;38,5;170,3
Aspdammskolan;93301103;Stockholm;0180;Enskild;Aspdammskolan AB;5565838066;13;..;..;170,2
Frölundaskolan F-9;16464648;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;50;34;46;169,7
Gårdstensskolan 4-9;31127129;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;62;25,8;35,5;169,2
Bräntbergsskolan AST;69175138;Umeå;2480;Kommunal;Umeå kommun;2120002627;14;..;~100;168,7
Mellansjö skola;54332921;Täby;0160;Enskild;Nytida Enigma AB;5564870771;15;..;..;166,3
Nytorpsskolan 4-9;47120557;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;60;30;41,7;165,9
Helleborusskolan Österåker;59457803;Österåker;0117;Enskild;Helleborusskolan Österåker AB;5591023261;39;35,9;69,2;164,8
Helleborusskolan Täby AB;45984740;Täby;0160;Enskild;Helleborusskolan Täby AB;5567508386;76;30,3;55,3;163,4
Solklintsskolan;10979668;Gotland;0980;Kommunal;Region Gotland;2120000803;32;31,3;56,3;162,3
Värner Rydénskolan 7-9;80815525;Malmö;1280;Kommunal;Malmö kommun;2120001124;38;36,8;78,9;160,9
Vanadisskolan;29270748;Stockholm;0180;Enskild;Individ och familjeinsatser (IOFI) AB;5569990160;15;..;..;158,8
Klinteskolan;24429776;Gotland;0980;Kommunal;Region Gotland;2120000803;31;35,5;58,1;156,3
Ängkärrskolan i Solna;98515782;Solna;0184;Enskild;Stiftelsen Nya Ängkärrsskolan;8020174069;29;37,9;51,7;154,2
Magelungens Grundskola Solna;48791751;Solna;0184;Enskild;Magelungen Utveckling AB;5564891447;21;..;..;147,5
Färe Montessoriskola;26599013;Östra Göinge;1256;Enskild;Skolföreningen Växthuset Ekonomisk förening;7696004154;14;..;..;146,7
Kalmar Centrumskola;87544967;Kalmar;0880;Enskild;Nytida Solängen AB;5566684345;16;..;..;140,6
Blichers friskola, Norrvidinge;81535814;Svalöv;1214;Enskild;Nytida Blichergruppen AB;5566930417;23;..;47,8;134,9
Aktiviaskolan;48184058;Vallentuna;0115;Enskild;Aktivia AB;5567812069;11;..;..;133
Magelungens Grundskola Älvsjö;38096510;Stockholm;0180;Enskild;Magelungen Utveckling AB;5564891447;17;.;..;132,7
Vintertullsskolan i Stockholm;28138418;Stockholm;0180;Enskild;Vintertullsskolan i Stockholm Aktiebolag;5565541215;26;..;42,3;121,9
Magelungens Grundskola Gävle;64745639;Gävle;2180;Enskild;Magelungen Utveckling AB;5564891447;11;..;..;118,5
Magelungens Grundskola Södermalm;57034070;Stockholm;0180;Enskild;Magelungen Utveckling AB;5564891447;21;..;..;117,1
Linnéskolan 3;24982244;Älmhult;0765;Kommunal;Älmhults kommun;2120000647;11;.;..;108,5
Resursskolan UngArt;89498184;Malmö;1280;Enskild;Ungart AB;5566379623;13;.;..;102,1
Magelungens Grundskola Västerås;82151850;Västerås;1980;Enskild;Magelungen Utveckling AB;5564891447;17;.;..;98,6
Aktiviaskolan Enhet Eken;28145722;Vallentuna;0115;Enskild;Aktivia AB;5567812069;11;..;..;98
Magelungens Grundskola Uppsala;39922552;Uppsala;0380;Enskild;Magelungen Utveckling AB;5564891447;16;.;..;96,3
Magelungens Grundskola Jönköping;79427132;Jönköping;0680;Enskild;Magelungen Utveckling AB;5564891447;16;.;..;82,5
;;;;;;;;;;
Rapportbeskrivning och definitioner etc.  ;;;;;;;;;;
;;;;;;;;;;
Samtliga uppgifter utom totalen för antal elever, avser elever med betyg enligt det mål- och kunskapsrelaterade betygssystemet. Uppgifterna avser betyg före prövning.;;;;;;;;;;
Observera att uppgifter från och med läsåret 2023/24 dubbelprickas om de baseras på färre än 10 elever på skolenhetsnivå ;;;;;;;;;;
respektive färre än 5 elever på riks-, läns, kommun- eller huvudmannanivå. Då visas två prickar (..) i stället för utfall.;;;;;;;;;;
Tidigare läsår dubbelprickas uppgifter på alla summeringsnivåer om de baseras på färre än 10 elever.;;;;;;;;;;
Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100. ;;;;;;;;;;
I uppdelningar av flickor och pojkar, om andelen behöriga visas som ~100 för ena könet visas dubbelprick (..) för det andra.;;;;;;;;;;
;;;;;;;;;;
I sammanställningen av samtliga elever ingår elever som har okänd bakgrund. De saknar uppgift om personnummer, t.ex. för att de ännu inte blivit folkbokförda i Sverige.;;;;;;;;;;
 ;;;;;;;;;;
;;;;;;;;;;
Antal elever;Antal elever som har avslutat årskurs 9, dvs elever med slutbetyg såväl från det mål- och kunskapsrelaterade betygssystemet som andra bedömningssystem.;;;;;;;;;
;Elever som saknar godkänt betyg i alla ämnen, dvs elever som saknar slutbetyg ingår.;;;;;;;;;
Andel (%) elever som uppfyllt betygskriterierna i alla ämnen;Andel elever med godkänt betyg i alla ämnen som ingått i elevens utbildning. Andelen beräknas av de elever som fått eller skulle ha fått betyg;;;;;;;;;
;enligt det mål- och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;;;;;;;;;
Andel (%) elever behöriga till yrkesprog.;Andel elever som är behöriga att söka till yrkesprogram. För att en elev ska vara behörig krävs godkänt betyg i ämnena svenska/svenska som andraspråk,;;;;;;;;;
;engelska och matematik samt i fem ytterligare ämnen, totalt åtta ämnen. Andelen beräknas av de elever som fått eller skulle ha fått betyg enligt det ;;;;;;;;;
;mål och kunskapsrelaterade betygssystemet (elever som saknar godkänt betyg i alla ämnen ingår).;;;;;;;;;
;Observera att om antalet EJ behöriga är 1-4, så visas andelen behöriga som ~100.;;;;;;;;;
Genomsnittligt meritvärde (17 ämnen);Meritvärdet beräknas som summan av betygsvärdena för de 16 bästa betygen i elevens slutbetyg och för 17 ämnen för elever som läst moderna språk som språkval.;;;;;;;;;
;Elevens betyg omvandlas till betygsvärdena (E=10, D=12.5, C=15, B=17.5 och A=20) och de bästa 16 ämnena summeras, har eleven godkänt betyg i ;;;;;;;;;
;modernt språk som språkval är det ett 17:e ämne i meritvärdet. Det högsta möjliga meritvärdet för elever som läst 17 ämnen är 340 och;;;;;;;;;
;för elever som läst 16 ämnen 320. Även om eleven fått betyg i färre ämnen än 16 kan betyget i moderna språk som språkval läggas till meritvärdet,;;;;;;;;;
;men då kan eleven inte komma upp i det maximala meritvärdet 340 poäng. Lägsta möjliga värde är 0, dvs. ej godkänt betyg F, underlag saknas (-) eller;;;;;;;;;
;anpassad studiegång i alla ämnen.;;;;;;;;;
;Det genomsnittliga meritvärdet beräknas för de elever som fått lägst betyg E i minst ett ämne, meritvärde 10. Elevernas sammanlagda meritvärde divideras;;;;;;;;;
;med antal elever som fått lägst betyg E i minst ett ämne. Elever som saknar godkänt betyg i alla ämnen, dvs elever som saknar godkänt slutbetyg, ingår ej.;;;;;;;;;
; ;;;;;;;;;
;Från och med ansökan till gymnasiet läsåret 2013/14 får de sökande som fått betyg i modernt språk som språkval räkna med det som ett 17:e betyg i meritvärdet,;;;;;;;;;
;utöver de 16 bästa betygen i övrigt. De elever som ej har godkänt betyg i modernt språk som språkval har meritvärde om max 16 ämnen och ingår i ;;;;;;;;;
;medelvärdet om 17 ämnen. I statistiken redovisas genomsnittligt meritvärde för 17 ämnen från och med 2014/15. Att inte motsvarande redovisning fanns 2013/14;;;;;;;;;
;berodde på att det fanns osäkerhet i insamlingen av slutbetyg i modernt språk som språkval 2013/14.;;;;;;;;;
